Column1;Date;EMP;EMP_PART;EMP_TEMP;UNEMP_RATE;UNEMP_DURA_6mth;UNEMP_DURA_6.12mth;UNEMP_DURA_12mth.;UNEMP_DURA_24mth.;EMP_RATE;EMP_ACT;EMP_ACT_RATE;CLAIMS;CLAIMS_RATE;TOT_WEEK_HRS;AVG_WEEK_HRS;AVG_WEEK_HRS_FULL;AWE_ALL;AWE_CONS;AWE_MANU;AWE_PRIV;AWE_PUB;AWE_SERV;VAC_TOT;VAC_CONS;VAC_MANU;IOP_PROD;IOP_CAP_GOOD;IOP_DUR;IOP_ENER;IOP_GOOD;IOP_INT_GOOD;IOP_MACH;IOP_MANU;IOP_MINE;IOP_NON_DUR;IOP_PETRO;IOP_OIL_EXTRACT;IOS;IOS_45;IOS_46;IOS_47;IOS_G;IOS_EDUC;IOS_PNDS;RSI;CAR_REGIS;RETAIL_TRADE_INDEX;AVG_WEEK_RETAIL_SALE;AVG_WEEK_RETAIL_SALE_NON_FOOD;CPIH_ALL;CPI_ALL;CPI_EX_ENER;CPI_GOOD;CPI_DUR;CPI_NON_DUR;CPI_SERV;CPI_CLOTH;CPI_TRANS;RPI_ALL;RPI_GOOD;RPI_SERV;RPI_HOUSE;EXP_TOT;EXP_GOOD;IMP_ALL;IMP_GOOD;EXP_FUEL;IMP_FUEL;EXP_OIL;IMP_OIL;EXP_MACH;IMP_MACH;EXP_METAL;IMP_METAL;EXP_CRUDE_MAT;IMP_CRUDE_MAT;GBP_BROAD;GBP_CAN;GBP_EUR;GBP_JAP;GBP_US;OIL_PRICE;BANK_RATE;CONS_CREDIT_ex_student_loan;TOT_LENDING_APP;TOT_HOUSE_APP;MORT_FIXED_RATE_5YRS;MORT_FIXED_RATE_2YRS;M1;M2;M3;M4;LIBOR_3mth;BGS_5yrs_yld;BGS_10yrs_yld;BGS_20yrs_yld;FTSE_ALL;FTSE250;VIX;SP500;UK_focused_equity;EUR_UNC_INDEX;BCI;CCI;CLI;PPI_MANU;PPI_MACH;PPI_OIL;PPI_METAL;PPI_MOTOR
41;01.05.2001;2,88777E+14;5,72984E+14;6,41963E+14;1E+15;3,38225E+14;1,39213E+14;1,06384E+14;-4,64038E+14;0;1,11436E+14;1E+15;-6,15258E+14;0;-1,1032E+14;0;0;3,06279E+14;1,27067E+14;0;0;6,09758E+14;-3,21028E+14;-6,22281E+14;-1,30072E+14;1,13901E+14;-5,15199E+14;-1,91042E+13;-3,32994E+14;-5,91135E+14;-4,21645E+14;0;-1,29732E+14;-6,34118E+14;9,10667E+14;7,25517E+14;-2,54184E+14;8,06555E+14;1,46951E+14;2,93276E+14;2,08963E+14;1,32452E+14;1,81713E+14;-3,47826E+14;0;1,90761E+14;4,17795E+14;1,78842E+14;2,50258E+14;1,89594E+14;4,6894E+13;3,13204E+14;4,96232E+14;5,72679E+14;2,20063E+14;4,40536E+14;4,57633E+14;-6,74937E+14;1,03174E+14;4,68783E+14;6,76536E+14;4,21496E+14;-5,87792E+14;-1,24886E+14;-5,85666E+14;1,74203E+14;-1,26839E+14;-3,30206E+14;4,36784E+14;-1,51518E+14;-1,02633E+14;;-3,05066E+14;2,63191E+14;-9,83359E+13;6,33123E+13;-4,51204E+14;2,11586E+14;-1,66554E+14;1,35855E+14;-2,16874E+14;-6,36166E+14;;-2,181E+14;1,16338E+14;2,37971E+14;4,37641E+14;2E+14;2E+14;2,95268E+14;1,43022E+14;-1,44117E+13;1,57055E+14;-1551;1905;1,685E+14;1309;-2,0359E+14;2,49468E+14;2263999939;5,07728E+14;-2,30872E+14;-2178961;-4,652E+13;6,7E+14;-7,44E+14;3,26784E+14;2,91948E+14;3,86173E+14;-1,44404E+14;0
42;01.06.2001;-2,88777E+14;-1,43215E+13;-3,07171E+14;0;2,37972E+14;-4,23593E+14;-1,60003E+14;-3,79192E+14;-1E+14;-5,9185E+14;-1E+15;-1,37363E+13;0;-6,62179E+14;0;0;3,05344E+14;1,25472E+14;2,75862E+14;3,28408E+14;0;6,41028E+14;-8,86269E+12;-3,27898E+14;0;7,20538E+14;3,06817E+13;6,55256E+14;-2,90747E+14;2,77796E+14;1,18205E+14;9,74561E+14;1,64042E+13;-3,88832E+14;1,3166E+14;-3,3541E+14;-5,71011E+12;4,39561E+14;6,43579E+14;-1,03936E+14;-9,91744E+14;0;-1,16212E+14;4,99585E+14;-4,37E+14;3,0621E+14;-7,41293E+14;-5,92917E+14;-4,04392E+14;2,39138E+13;1,4758E+14;2,13567E+14;2,31209E+14;-2,51485E+14;7,40945E+14;1,93485E+14;-6,19801E+14;2,50398E+14;2,14888E+14;3,38834E+14;3,73465E+14;-5,0473E+14;8,98921E+14;1,99072E+14;3,14776E+13;3,7211E+14;-1,71592E+14;8,66132E+12;-3,33423E+14;1,5203E+14;6,23735E+14;6,41057E+14;7,94068E+14;8,31149E+14;-1,23458E+14;3,98545E+14;-1,72833E+14;-2,80629E+14;7,94188E+14;-1,31644E+13;-1,73315E+14;-1,65448E+14;-7,14E+14;8,34594E+14;2,64681E+14;1,75437E+14;1,5E+14;7E+14;5,29461E+14;2,48156E+14;6,67639E+14;;8,7E+14;1398;7,98E+14;1207;-3,00058E+13;-4,23063E+13;1905999947;-2,53541E+14;-3,24826E+13;4,76224E+14;1,0476E+14;7,2E+14;;2,5815E+14;;3,49715E+14;0;-2,19539E+14
43;01.07.2001;7,21787E+14;-6,89856E+13;-3,60344E+14;1E+15;1,33484E+13;9,56945E+14;-1,08109E+14;-2,44511E+14;0;9,74625E+14;0;-1,02436E+13;0;6,62179E+14;-3,05344E+13;-2,63505E+14;0;7,45345E+14;0;6,53597E+14;6,06062E+14;0;-1,64551E+14;-3,39016E+14;-2,70287E+14;-3,08167E+14;-1,15776E+13;-2,78689E+14;2,26311E+14;-1,51832E+14;-7,0755E+14;6,44471E+13;-7,53772E+14;1,96306E+14;-8,35826E+14;1,42435E+14;2,2679E+14;0;-5,76368E+14;-4,48767E+14;5,52183E+14;-7,22895E+14;4,64038E+14;1,65975E+14;1,01671E+14;-3,91687E+14;1,18345E+14;3,14673E+14;3,51354E+14;-2,15437E+14;7,36597E+14;-1,80357E+14;-8,03102E+14;2,20357E+13;-4,27103E+14;4,43336E+14;-7,09525E+14;-2,03574E+14;-1,57865E+14;-4,65329E+14;2,66152E+13;3,31185E+14;-1,43813E+14;-2,06756E+14;-3,07404E+14;-4,15191E+13;2,45051E+14;-2,19681E+14;3,00537E+14;-3,90903E+14;-4,28423E+14;-6,95871E+14;-2,70027E+14;1,23899E+14;-6,08187E+14;1,8829E+14;6,82781E+13;1,22821E+14;-6,08513E+14;2,68361E+14;8,88011E+13;-1,23498E+14;0;8,50062E+14;3,61285E+14;3,42873E+14;1,4E+14;2;1,72668E+14;1,43616E+14;1,20937E+14;6,3436E+14;-4,1E+14;259;8,6E+14;-6,89E+14;-2,38216E+14;-3,50085E+14;2162000084;-1,07982E+14;-1,27797E+14;1840394;-5,053E+14;-7,08E+14;-1,183E+14;-2,30831E+14;-3,78992E+14;-3,45654E+14;-7,25166E+14;0
44;01.08.2001;-1,44316E+14;1,29711E+14;-1,3776E+14;0;-1,10558E+14;1,88685E+14;2,71371E+14;3,40666E+14;-1E+15;-1,73971E+14;0;-6,30583E+14;0;-1,65627E+14;0;0;9,10477E+14;7,39831E+13;5,49452E+12;6,49353E+14;6,02411E+14;6,36945E+14;0;6,66914E+14;-2,77796E+14;1,12533E+14;2,15991E+14;6,50056E+14;5,94945E+14;1,51832E+14;1,17648E+14;6,40344E+14;1,62605E+14;7,61908E+14;1,66472E+14;4,16874E+14;3,27003E+14;1,46092E+14;1,04713E+14;5,39883E+14;-5,52183E+14;1,79753E+14;2,31214E+14;-3,32226E+14;-2,89436E+14;-1,10777E+14;-1,4717E+14;-4,78512E+14;1,42397E+13;2,34588E+14;1,68523E+14;2,85276E+14;;-6,88475E+14;2,22983E+14;4,22686E+13;-5,71752E+14;1,95873E+14;3,0627E+14;6,62985E+13;3,9387E+14;5,61552E+14;-1,08137E+14;-1,74703E+14;1,43702E+14;2,03507E+14;3,24516E+14;4,78778E+14;2,77847E+14;3,02442E+14;-5,00974E+14;4,81676E+13;8,61777E+14;-2,61822E+14;-9,95033E+14;-8,54112E+13;-1,16986E+13;2,21779E+13;-2,95192E+13;;1,58578E+14;4,24117E+14;-2386;8,22188E+14;-2,77658E+14;-1,82402E+14;-16;-34;-6,8448E+14;2,44478E+14;1,1386E+14;8,06183E+14;-2578;-2527;-2183;-2097;-2,80561E+14;5,5908E+14;2492000008;-6,62556E+13;-2,40819E+14;-2472973;-3,988E+14;-3,019E+14;-1,177E+14;-2,45377E+14;2,46104E+14;-4,66676E+14;-5,83943E+14;0
45;01.09.2001;7,21371E+14;1,87064E+14;1,93575E+14;0;1,5368E+14;-9,38974E+14;-3,02637E+14;-3,40666E+14;0;6,60927E+13;0;-5,37607E+14;-1;-7,73865E+14;-3,06279E+14;-2,64201E+14;0;-2,46003E+14;2,73598E+14;0;2,9985E+14;0;-3,68705E+14;-6,66914E+14;-4,31722E+14;-5,09945E+14;-8,58374E+14;1,50056E+14;1,22821E+14;-1,37933E+14;-9,40077E+14;0;-1,24846E+14;-8,57556E+13;-2,38675E+14;4,46624E+13;;0;6,5071E+14;-8,90796E+14;2,21239E+14;-2,03966E+14;4,6083E+14;3,32226E+14;7,22025E+14;1,20203E+14;8,79774E+14;;1,24603E+14;1,31732E+14;4,84106E+14;3,87275E+14;1,11639E+14;8,71487E+14;3,79475E+14;1,58845E+14;-7,57478E+14;-6,31793E+14;9,04195E+14;-3,91074E+14;2,73871E+14;8,37491E+13;-8,9247E+14;-1,41807E+14;-4,54164E+14;-5,32886E+14;-3,60377E+14;-7,24654E+14;-8,85737E+14;-6,82083E+13;1,11165E+14;-6,13233E+14;6,22423E+13;-1,1164E+13;5,82689E+13;-2,97846E+14;1,27313E+14;3,61512E+14;6,55945E+14;-5,08815E+14;1,86212E+14;-2,3587E+14;-1239;6,12051E+14;-1,96739E+14;-6,94178E+13;-1,4E+14;-19;2,09224E+14;1,43126E+14;2,71204E+14;1,02472E+14;-2653;-1573;2,2E+14;1361;-1,0137E+14;-1,78076E+14;3193000031;-8,52566E+14;-8,09215E+14;14134779;-4,1068E+14;-2,797E+14;-1,005E+14;-2,63501E+14;-4,03947E+14;-2,47911E+14;-4,40206E+14;0
46;01.10.2001;1,87313E+14;6,0198E+14;0;0;1,83491E+14;-1,4252E+14;-1,69018E+14;-6,12436E+14;1E+15;1,7372E+14;1E+15;7,26663E+13;1;-7,74465E+14;0;0;6,02411E+14;7,362E+14;5,4496E+13;3,23102E+14;2,98954E+14;6,32914E+14;-2,05541E+14;-3,50913E+14;-2,9853E+14;-6,15387E+14;-8,65806E+14;8,47463E+14;-3,32619E+14;2,19789E+14;-7,10903E+14;8,47463E+14;1,25549E+14;-2,32343E+14;2,62232E+13;-2,65076E+14;-2,61956E+14;4,37E+14;-1,88093E+14;7,04411E+14;4,41015E+14;2,39532E+14;-1,15009E+14;1,657E+14;7,16849E+14;5,24784E+14;5,82241E+14;2,87519E+14;-1,02149E+14;-5,93245E+14;-1,99067E+14;-6,92566E+14;-2,71399E+14;-3,89428E+14;-2,93393E+14;1,2646E+14;-7,43083E+14;-1,76527E+14;-1,29846E+14;-1,22479E+14;3,64368E+14;-3,35977E+14;4,34807E+14;6,24185E+14;3,79498E+14;5,44161E+14;1,23894E+13;5,32513E+14;1,46767E+14;7,12084E+14;6,41121E+14;-2,10618E+14;-8,07614E+14;-5,25373E+14;-3,52036E+14;6,95252E+14;-1,93711E+14;-5,37953E+14;-2,24411E+14;1,49087E+14;-8,09554E+12;-2,21085E+14;-3549;1,07852E+14;-5,7466E+14;-4,45612E+14;-1,6E+14;-33;4,86146E+12;6,97189E+14;1,34422E+14;4,97575E+14;-3031;-1683;-1,623E+14;-137;3,07134E+14;4,69781E+14;3356000137;1,79373E+14;1,91021E+13;-1039517;-3,9823E+14;-2,418E+14;-6,645E+13;-1,90943E+14;1,52133E+14;-4,61047E+14;-1,48151E+14;0
47;01.11.2001;5,75643E+14;3,28126E+14;-9,94415E+14;1E+14;2,74279E+14;0;-5,69802E+13;-4,8527E+14;0;1,00619E+14;0;7,00583E+14;0;0;-3,0722E+14;-2,64901E+14;2,9985E+14;-2,44798E+14;2,71371E+14;6,43089E+14;-2,98954E+14;3,14961E+14;-3,90929E+14;-1,13329E+14;-7,87809E+14;1,02828E+14;1,44823E+14;2,08776E+14;8,54491E+14;4,0678E+14;0;-1,05541E+14;0;2,60841E+14;0;;1,81984E+13;-1,45455E+14;-6,34923E+14;7,20984E+14;6,57897E+14;4,72256E+14;-1,15141E+14;-3,31675E+13;9,95033E+14;1,51099E+14;1,01084E+14;3,38477E+14;9,18829E+14;6,29912E+14;3,34014E+14;6,07684E+14;-3,23324E+14;3,34464E+14;-1,00895E+14;2,11452E+14;-7,20433E+14;-1,17803E+14;-2,50027E+14;-5,01443E+14;3,70238E+13;-4,23134E+13;-2,13742E+14;-3,48455E+14;-2,20218E+14;-2,67966E+14;-1,99205E+13;-1,96246E+14;-5,78278E+14;-2,13093E+14;-1,01495E+14;-1,3108E+14;1,55485E+14;5,64666E+13;4,45934E+14;-2,31214E+14;-2,6389E+14;2,9339E+14;8,82267E+14;-2,62868E+14;-1,10131E+14;-8,85569E+14;-419;1,03895E+14;4,28433E+14;1,43247E+14;-12;-22;7,10073E+14;1,44243E+14;6,3327E+14;1,71381E+14;-4315;-1989;-1982;-2,646E+14;4,08369E+14;8,64971E+14;2384000015;7,24843E+14;1,11499E+14;-3938425;-3,8719E+14;1,556E+14;-8,37E+14;-7,16395E+14;3,27354E+14;-1,29182E+14;-2,98954E+14;0
48;01.12.2001;-1,22364E+14;8,54214E+14;-1,0044E+14;0;-1,36199E+14;5,12933E+13;2,85307E+14;5,50966E+14;-1E+15;-1,04091E+14;-1E+15;7,06056E+14;0;-4,21474E+14;-3,08167E+14;-2,65604E+14;0;-2,45399E+13;2,70636E+14;0;-6,00602E+14;6,26961E+14;4,97101E+14;-1,27833E+14;7,87809E+14;-4,11947E+14;-1,31102E+14;-1,03843E+14;7,47947E+14;1,35227E+14;-9,55802E+14;-3,17293E+14;-7,55671E+14;1,96685E+14;4,69484E+14;-3,95257E+13;2,33613E+14;0;-2,39422E+14;-3,21195E+14;8,70517E+14;-1,06573E+14;-1,15274E+14;3,31675E+13;9,8523E+14;-6,11203E+13;7,15823E+13;1,09751E+14;1,1179E+14;5,14099E+13;1,19383E+13;2,01952E+13;6,68509E+14;-7,71023E+14;3,82887E+14;2,90276E+14;-6,05525E+14;-2,56714E+14;-1,27511E+14;8,01041E+14;3,19142E+14;;-2,731E+14;-4,53251E+14;-8,62631E+14;-1,62531E+14;3,46301E+14;-1,74011E+13;1,34763E+14;-3,58377E+14;-1,24073E+13;-2,64234E+14;-1,00926E+14;3,08905E+14;-3,12013E+14;1,15674E+14;5,71617E+14;-5,70052E+14;;4,38471E+14;3,54573E+14;-4,90688E+14;-1136;1,14289E+14;8,63499E+14;7,8812E+14;16;1,4E+14;;5,3478E+14;1,67509E+14;-4,45118E+14;5,18E+14;3197;2657;2018;3,89036E+14;1,52014E+14;2379999924;7,5453E+14;1,78576E+14;-5376574;-1,3042E+14;3399;4,182E+14;-1,47113E+14;1,67213E+14;-9,54818E+13;1,49589E+14;0
49;01.01.2002;4,32043E+14;-1,13911E+14;-4,42618E+14;-1E+14;-1,05541E+14;-9,13248E+14;-2,30558E+14;5,47947E+14;0;1,0414E+14;-1E+15;-8,62477E+14;0;4,44494E+14;0;0;-2,9985E+14;-2,48769E+14;2,69906E+14;3,2E+14;1,4948E+14;3,12013E+14;1,80185E+14;1,27833E+14;0;-6,2112E+14;-4,40853E+14;-1,68425E+14;-2,61716E+14;-1,91002E+14;1,54857E+14;2,71699E+14;-1,26502E+14;-1,38244E+14;-2,01071E+14;1,31149E+13;-1,74051E+14;4,35731E+14;-1,03045E+14;1,76475E+14;-5,43184E+14;2,37812E+14;-6,94447E+14;8,24407E+14;-4,21053E+13;3,72495E+14;-2,8572E+14;-3,13716E+14;8,00482E+14;2,79289E+14;1,92644E+14;3,28657E+14;1,54108E+14;-1,30176E+14;1,29138E+13;4,83956E+14;-6,9469E+14;5,87794E+14;4,62843E+14;2,158E+13;5,70023E+14;6,60147E+14;4,35608E+14;7,5644E+14;2,50997E+14;3,22462E+14;;1,11204E+14;-1,8648E+14;1,78196E+14;9,86757E+13;2,91783E+14;1,77887E+14;-3,80953E+14;8,10038E+14;-6,96058E+14;1,3012E+14;7,92803E+14;4,38638E+14;3,46161E+14;-5,98637E+14;3,73349E+14;0;1,06664E+14;5,70998E+14;1,00909E+13;1E+15;8E+14;-8,28758E+14;-7,15371E+14;-1,3655E+14;2,30024E+14;-4,4E+14;427;2,43E+14;629;-1,11158E+14;-1,52527E+14;2109000015;-1,56964E+14;-3,60399E+13;-586999;4,1365E+14;2,125E+14;8,91E+13;2,02531E+14;;3,79978E+13;-1,05185E+14;1,0983E+14
50;01.02.2002;5,75767E+14;-1,28306E+14;-1,26823E+14;1E+14;8,41225E+14;3,16053E+14;-2,65895E+14;-2,21003E+14;0;6,2461E+13;0;-6,59654E+14;-1;1,55417E+13;3,08167E+14;2,65604E+14;2,9985E+14;2,97789E+14;5,37636E+14;9,53902E+14;2,96297E+13;-6,25002E+14;1,62206E+14;3,92207E+14;-1,52675E+14;1,03788E+14;5,87373E+14;7,36529E+14;-3,47636E+14;4,31334E+14;-9,50126E+14;-2,50535E+14;1,00757E+14;-3,12371E+14;3,29054E+14;1,03695E+14;-3,60139E+14;-2,90276E+14;-2,09332E+14;-3,10906E+14;1,19113E+14;-8,34829E+14;-2,32558E+14;0;1,39667E+14;-6,37567E+14;1,56143E+14;6,79442E+14;1,14495E+14;1,2477E+14;4,12041E+14;-2,82545E+14;-1,88937E+14;-2,3929E+14;-3,08691E+14;3,07939E+14;-7,69698E+14;-7,75778E+14;5,09111E+14;-2,19309E+14;3,51174E+14;2,26637E+14;-7,40596E+14;-1,35701E+14;2,95854E+14;3,03709E+14;;4,45151E+13;1,26294E+14;1,35134E+14;-1,56897E+14;4,84871E+14;-2,23144E+13;-5,49158E+14;-1,32297E+14;1,8455E+14;2,1235E+14;;7,73722E+14;5,16144E+14;-6,44395E+13;4,32736E+14;0;;-2,70114E+14;3,42594E+14;3E+14;8E+14;4,99983E+14;2,03353E+14;6,22657E+14;7,44233E+14;8,6E+13;122;8E+14;;-1,16866E+13;-2,60206E+14;2159000015;-2,09849E+14;-1,63647E+14;-4,10479E+14;5,0436E+14;1,154E+14;1,184E+14;3,79381E+14;1,61877E+14;2,3527E+14;3,01659E+14;0
51;01.03.2002;2,12028E+12;3,98634E+14;-1,27716E+13;0;7,30311E+14;-1,3423E+14;1,19049E+13;1,66209E+14;1E+15;2,25229E+14;2E+14;-4,63305E+13;0;2,65869E+14;0;0;0;-4,90197E+14;-2,68457E+14;0;2,95421E+14;0;8,07107E+14;0;0;1,85E+14;4,15831E+14;5,74871E+14;1,98647E+14;1,95957E+14;1,30411E+14;6,44725E+14;1,86225E+14;3,33946E+14;5,7637E+14;-1,88746E+14;-1,04938E+13;-1,45455E+14;3,40297E+14;-4,77381E+14;4,29646E+14;-9,62703E+14;-1,16482E+14;0;5,53252E+14;-8,21744E+14;5,61797E+14;1,18262E+14;1,4806E+14;1,23901E+14;1,30733E+14;1,04916E+14;-4,63067E+14;-1,55195E+14;2,30652E+13;4,28515E+14;-6,54194E+14;3,85526E+14;2,63475E+14;6,52691E+14;3,31141E+14;6,26198E+14;3,39646E+14;;5,38716E+14;4,29244E+14;-5,70501E+14;-1,26441E+14;-1,84747E+14;-3,21026E+14;3,0144E+14;3,31357E+14;-8,70114E+14;-6,66914E+14;2,27652E+14;3,03906E+14;-6,91666E+14;-6,09623E+14;-7,61394E+14;-2,048E+14;-4,21704E+14;1,55921E+14;0;6,34084E+14;2,11904E+14;-9,07992E+14;1E+15;8E+14;-7,75979E+14;5,29503E+14;5,80839E+13;-8,00597E+14;7,5E+14;2,909E+14;2,951E+14;2766;3,59882E+14;5,6887E+14;1739999962;3,60801E+14;5,03603E+14;-1554244;4,1251E+14;7,78E+14;1,293E+14;4,03374E+14;-8,25129E+14;2,57012E+13;0;-1,0983E+14
52;01.04.2002;1,14811E+14;3,12101E+14;1,21368E+14;0;1,23969E+14;3,54019E+14;0;5,47947E+14;0;1,65998E+14;1E+14;7,77969E+14;0;4,85599E+14;3,0722E+14;5,29102E+14;1,19049E+13;9,78003E+14;8,03217E+14;3,15956E+14;2,94551E+14;9,36044E+14;-1,45752E+14;-3,92207E+14;-1,55042E+14;-2,16169E+14;-2,41661E+14;-2,64166E+14;-5,70985E+14;-3,28761E+14;-2,02267E+13;-5,71001E+14;-2,61697E+14;2,63607E+14;-3,39016E+14;2,0807E+14;3,84714E+14;1,44511E+14;7,40744E+14;8,31923E+13;1,1721E+14;3,67994E+14;3,4904E+14;1,14287E+14;1,23374E+14;8,19395E+13;1,25262E+14;1,04679E+14;1,8164E+14;1,61283E+14;8,71844E+14;1,23772E+14;-2,71552E+14;-1,63707E+14;-4,66479E+14;4,76258E+14;-6,2245E+14;8,10594E+14;1,88249E+13;-7,5721E+14;4,1793E+14;4,10598E+14;1,37246E+14;2,58836E+13;3,2278E+14;4,27692E+14;1,379E+14;1,14528E+14;;2,76461E+14;2,56103E+14;3,76275E+14;2,33194E+14;1,73663E+13;7,73182E+14;5,07943E+14;7,16213E+14;1,12358E+14;3,56858E+14;1,19827E+14;1,45856E+14;8,22702E+14;0;8,63978E+14;-1,10525E+14;-2,79863E+13;7E+14;13;6,45935E+14;2,45035E+14;-2,18391E+14;5,23042E+14;4,48E+14;-1,04E+14;1,29E+14;259;-1,79118E+14;-8,42333E+14;2190999985;-6,33847E+13;6,1204E+14;2254995;4,2504E+14;3,83E+14;;3,42269E+14;1,1145E+14;5,18574E+13;7,50191E+13;-1,09951E+14
53;01.05.2002;1,6123E+13;9,86618E+13;9,47874E+14;0;2,05128E+14;-5,35842E+14;-3,92207E+14;-2,21003E+14;1E+14;7,94432E+14;0;-8,20194E+14;0;-1,2073E+14;-1,23458E+14;-1,32804E+14;2,95421E+14;-7,32604E+14;5,31916E+14;0;2,93686E+14;6,19197E+14;4,88203E+14;1,13329E+14;1,55042E+14;3,07401E+14;5,05016E+13;4,12043E+14;2,46799E+14;3,41689E+14;2,7269E+14;6,40137E+14;3,59617E+14;4,14072E+14;3,27515E+14;-6,4558E+14;4,90132E+14;1,43369E+14;-7,40744E+14;-3,24512E+14;-8,51069E+13;-1,76371E+13;-1,16212E+14;8,08412E+14;-6,8353E+13;-4,80478E+13;-5,54784E+13;-9,87754E+13;-1,99527E+14;7,70361E+14;7,73629E+14;2,47478E+14;-3,32742E+14;-3,34731E+13;-4,12868E+14;4,55631E+14;-5,82633E+14;1,42003E+14;1,41358E+14;-2,74919E+14;3,77565E+14;7,75613E+14;5,474E+14;7,8331E+14;7,95026E+13;1,0934E+14;4,02644E+14;-5,54389E+14;-3,80035E+14;-3,58723E+14;6,24584E+14;2,27649E+14;1,13329E+14;-1,39762E+14;1,41314E+14;-5,3014E+14;-1,22805E+14;;-2,2861E+13;-2,27471E+14;1,09554E+14;-1,50055E+14;0;7,72067E+14;4,0413E+14;-7,40339E+14;1E+15;8E+14;1,02111E+14;6,06139E+14;9,21298E+14;;-1,88E+14;1,39E+14;3,58E+14;5,43E+14;-1,45964E+13;-1,22736E+14;1997999954;-9,12297E+14;-1,98569E+14;-8,78437E+14;2,4677E+14;-9,18E+14;1,5E+14;4,28099E+14;3,1941E+14;-4,67115E+14;0;0
54;01.06.2002;-8,95399E+14;-2,52774E+14;-6,94228E+14;0;1,12075E+14;0;-1,23841E+14;-1,12361E+14;-1E+14;-6,56225E+14;-1E+14;2,74146E+14;0;1,6701E+14;0;2,67023E+14;2,94551E+14;0;2,64901E+14;6,28933E+14;2,92826E+14;6,15387E+14;-6,51468E+14;-3,63676E+14;1,52675E+14;-5,28347E+14;-7,37923E+14;-4,50358E+13;0;-4,08758E+14;-8,92467E+14;-1,05798E+14;-6,80363E+14;-3,68647E+14;-3,99114E+14;1,03094E+14;-2,9425E+14;-1,88003E+14;-6,03342E+14;-6,66397E+14;-2,0508E+13;-4,1168E+14;1,16212E+14;-2,11562E+14;-1,65979E+14;-8,42147E+14;-1,25964E+14;-2,07532E+14;-2,88188E+14;1,04624E+12;1,03326E+14;8,81556E+14;-3,41832E+13;-3,38253E+14;3,09772E+14;4,75161E+14;-6,05869E+13;4,34956E+14;1,07186E+14;-2,96496E+14;3,66934E+14;7,63372E+14;-6,49661E+14;-1,12161E+14;-3,52093E+14;-4,74355E+14;5,29406E+14;-7,82435E+14;2,52645E+14;2,84815E+14;;-5,904E+14;-2,41162E+14;8,00427E+14;-1,90104E+13;-7,80818E+14;-9,80391E+13;7,8888E+14;-2,53919E+14;-6,32013E+14;1,83329E+14;-5,11483E+14;0;4,36774E+13;-5,68867E+13;-1,5339E+13;-6E+14;-2E+14;1,07513E+14;3,48108E+14;-3,3408E+14;1,49531E+14;2,24E+14;-1,575E+14;-1699;-1522;-8,97472E+13;;2539999962;-7,52143E+14;-3,94974E+14;4028565;3,5796E+14;-8,68E+14;-5,97E+14;1,93385E+14;2,25123E+14;-1,94583E+14;-1,49589E+14;0
55;01.07.2002;1,46803E+14;6,3074E+14;9,45485E+14;0;8,0727E+14;0;1,8519E+14;0;1E+14;2,17425E+13;1E+14;3,15839E+14;0;-5,24233E+14;-6,23055E+14;-5,34761E+14;2,93686E+14;7,32604E+14;2,64201E+14;0;8,73368E+13;0;1,63265E+14;7,1459E+13;-4,652E+14;6,38734E+14;9,94521E+14;1,19275E+14;-8,64113E+14;1,0226E+14;1,10081E+14;4,28331E+14;1,0275E+14;-1,19889E+14;9,58544E+14;-3,12525E+14;-1,42689E+14;8,72099E+14;3,20571E+14;8,15209E+14;7,6046E+14;3,64118E+14;-6,99304E+14;6,5574E+14;1,52252E+14;1,09331E+14;1,67601E+14;1,63409E+14;2,20796E+13;1,63056E+14;1,51939E+14;2,47497E+14;9,12906E+14;4,90073E+14;-4,44365E+14;2,15568E+14;-5,96782E+14;5,17901E+14;2,70026E+14;2,25237E+14;2,54615E+14;6,11843E+14;4,47542E+14;4,8926E+14;3,98678E+14;4,818E+14;-1,48732E+14;1,14824E+14;-2,0418E+14;3,15815E+14;6,23719E+13;5,30768E+14;3,03466E+14;2,1387E+14;1,58605E+14;6,50283E+14;2,34589E+14;5,33785E+14;;2,13804E+14;4,49285E+12;6,64433E+14;0;9,60695E+13;-1,81556E+14;-1,89361E+14;-9E+14;-11;1,1021E+14;6,9865E+14;2,10956E+14;3,67432E+14;-1156;-1624;;-1185;;-1,38936E+14;3202999878;-8,22999E+14;-5,92766E+14;-1268388;2,6459E+14;4,34E+14;;2,01002E+14;9,08104E+14;-7,60658E+14;7,45716E+14;-3,30579E+14
