Column1;Date;EMP;EMP_PART;EMP_TEMP;UNEMP_RATE;UNEMP_DURA_6mth;UNEMP_DURA_6.12mth;UNEMP_DURA_12mth.;UNEMP_DURA_24mth.;EMP_RATE;EMP_ACT;EMP_ACT_RATE;CLAIMS;CLAIMS_RATE;TOT_WEEK_HRS;AVG_WEEK_HRS;AVG_WEEK_HRS_FULL;AWE_ALL;AWE_CONS;AWE_MANU;AWE_PRIV;AWE_PUB;AWE_SERV;VAC_TOT;VAC_CONS;VAC_MANU;IOP_PROD;IOP_CAP_GOOD;IOP_DUR;IOP_ENER;IOP_GOOD;IOP_INT_GOOD;IOP_MACH;IOP_MANU;IOP_MINE;IOP_NON_DUR;IOP_PETRO;IOP_OIL_EXTRACT;IOS;IOS_45;IOS_46;IOS_47;IOS_G;IOS_EDUC;IOS_PNDS;RSI;CAR_REGIS;RETAIL_TRADE_INDEX;AVG_WEEK_RETAIL_SALE;AVG_WEEK_RETAIL_SALE_NON_FOOD;CPIH_ALL;CPI_ALL;CPI_EX_ENER;CPI_GOOD;CPI_DUR;CPI_NON_DUR;CPI_SERV;CPI_CLOTH;CPI_TRANS;RPI_ALL;RPI_GOOD;RPI_SERV;RPI_HOUSE;EXP_TOT;EXP_GOOD;IMP_ALL;IMP_GOOD;EXP_FUEL;IMP_FUEL;EXP_OIL;IMP_OIL;EXP_MACH;IMP_MACH;EXP_METAL;IMP_METAL;EXP_CRUDE_MAT;IMP_CRUDE_MAT;GBP_BROAD;GBP_CAN;GBP_EUR;GBP_JAP;GBP_US;OIL_PRICE;BANK_RATE;CONS_CREDIT_ex_student_loan;TOT_LENDING_APP;TOT_HOUSE_APP;MORT_FIXED_RATE_5YRS;MORT_FIXED_RATE_2YRS;M1;M2;M3;M4;LIBOR_3mth;BGS_5yrs_yld;BGS_10yrs_yld;BGS_20yrs_yld;FTSE_ALL;FTSE250;VIX;SP500;UK_focused_equity;EUR_UNC_INDEX;BCI;CCI;CLI;PPI_MANU;PPI_MACH;PPI_OIL;PPI_METAL;PPI_MOTOR
162;01.06.2011;-3,46986E+14;;-3,0153E+14;1E+15;-3,97931E+13;1,82653E+14;1,6413E+14;2,16615E+14;-3E+14;-2,09357E+14;-2E+14;1,26496E+14;1E+15;6,38289E+14;9,53902E+14;8,14116E+13;6,60068E+14;1,32202E+14;2,002E+14;0;5,55127E+14;1,13251E+14;-8,71465E+14;0;-5,40672E+14;2,31482E+14;9,93542E+14;2,06866E+14;1,11733E+14;2,24719E+14;5,75541E+14;-6,99915E+14;-2,34742E+14;1,01678E+14;-4,5403E+14;-1,32759E+13;-5,94061E+13;-1,18554E+14;-6,29959E+13;2,9383E+14;-5,61484E+14;0;1,09709E+14;-2,47832E+14;-4,95051E+14;3,00739E+14;-6,22291E+14;7,26754E+13;-5,75626E+13;1,09646E+14;2,61821E+14;1,03859E+14;-2,51529E+14;-8,82494E+14;1,3077E+14;3,20032E+14;2,0529E+14;1,54649E+14;1,31791E+14;5,18768E+14;3,17407E+12;7,96872E+14;-1,47277E+14;-4,50185E+14;-7,23641E+14;;-1,62778E+14;3,2966E+14;-2,16309E+14;1,80584E+14;-4,90748E+14;-2,07272E+14;-1,19578E+14;-1,68767E+14;-4,95084E+14;-1,05903E+14;-1,12952E+14;1,89562E+14;-1,2531E+14;-1,46739E+14;-6,02597E+14;-1,01029E+14;0;-3,97051E+14;5,89655E+14;4,85491E+14;-1,2E+14;-15;-1,26772E+14;-1,29292E+14;-4,87921E+14;-2,73398E+14;1,7E+14;-1931;-909;-9,4E+13;-7,83244E+14;-1,0569E+14;1652000046;-1,84262E+14;-4,66221E+14;3408081;-2,422E+14;2,732E+14;-3,1567E+14;3,13488E+12;2,03827E+14;-4,52946E+14;-1,23306E+14;2,96883E+14
163;01.07.2011;-1,53466E+14;-4,44417E+13;-2,32269E+14;2E+14;4,77328E+14;6,98974E+13;1,95746E+14;1,41846E+13;0;1,32107E+14;1E+15;2,31585E+13;1E+14;1,18554E+14;3,15956E+14;2,69906E+14;0;-5,64442E+14;1,998E+14;2,41838E+14;-3,87408E+14;-4,51468E+14;1,08815E+14;0;0;-3,47424E+13;-2,98359E+14;-1,52012E+14;-8,92863E+14;-4,49945E+14;1,43369E+14;-2,8497E+14;-2,35294E+14;7,08864E+14;0;-1,89757E+14;1,18461E+14;3,5524E+14;-4,49439E+14;6,18559E+14;0;2,18579E+14;-2,19539E+14;3,71517E+14;2,47832E+14;-2,77714E+14;4,98142E+14;7,1267E+14;6,49568E+14;2,80746E+13;3,26724E+14;3,82637E+14;3,99167E+13;-1,43259E+14;4,50928E+14;2,99903E+14;2,56958E+12;-3,64855E+14;1,49111E+14;1,50506E+13;2,70971E+14;1,41891E+14;2,31062E+14;2,59725E+14;8,08391E+14;1,05266E+14;-6,02087E+14;5,50966E+14;3,54827E+14;7,50798E+14;3,73189E+14;-3,95315E+14;-2,10043E+13;1,08142E+14;-2,35958E+14;3,93459E+14;-2,00908E+14;-2,59639E+13;4,16501E+14;-1,82774E+14;-4,26466E+14;2,72134E+14;0;-5,40136E+14;1,33843E+14;3,08423E+14;-21;-22;8,91986E+14;-1,93074E+14;-2,7953E+14;-3,10197E+14;3,8E+14;-1288;-1007;-3,03E+14;-2,30952E+14;-3,25243E+14;2525;-2,17084E+14;-3,9381E+14;1510645;-4,248E+14;-2,9162E+14;-3,8183E+14;4,22783E+14;6,06605E+13;4,07968E+12;-1,08109E+14;9,87654E+14
164;01.08.2011;-5,80373E+14;1,90706E+14;-5,23561E+14;1E+14;1,73096E+14;5,53988E+14;1,1396E+14;-2,35018E+14;-1E+14;2,57566E+13;0;1,37942E+14;1E+15;-1,50911E+14;0;0;-4,39561E+14;7,51883E+14;3,98407E+14;0;-8,35078E+14;-4,53516E+14;4,31966E+14;9,53102E+14;0;0;3,97615E+12;-3,33735E+14;-1,24085E+14;-2,25734E+14;8,55925E+14;1,96786E+14;4,70036E+14;-2,65864E+14;7,93205E+13;-1,07574E+14;-4,41396E+14;-2,36687E+14;1,56428E+14;-1,13696E+14;0;-3,28048E+14;2,19539E+14;-2,47525E+14;0;5,26274E+14;0;7,88005E+13;-6,781E+13;2,49924E+14;3,00609E+14;2,55916E+14;2,9882E+14;-4,61817E+14;8,42761E+14;3,5962E+14;2,99927E+14;3,78059E+14;4,2208E+14;5,11726E+14;3,93726E+14;1,02816E+14;-1,65231E+14;-2,10056E+14;-7,17283E+14;-1,02613E+14;-2,74753E+14;1,68191E+14;-2,49893E+14;-2,7415E+14;-1,3419E+14;2,15005E+14;-4,58464E+13;1,35405E+14;5,19953E+14;9,06544E+14;1,17676E+14;3,99431E+13;1,00309E+14;-1,74838E+14;1,24952E+14;-5,94731E+14;0;-3,15774E+14;3,45763E+14;3,89351E+14;-1,8E+14;-14;1,95109E+14;5,37499E+14;1,18299E+14;-4,78601E+14;278;-4658;-5304;-3842;-7,74467E+14;;3162000084;-5,84675E+14;-7,97609E+14;468966;-387;-4,4234E+14;-4,0006E+14;1,17739E+14;2,23371E+14;-8,20095E+14;2,50522E+14;2,95712E+14
165;01.09.2011;7,16883E+14;3,42358E+14;9,7944E+13;1E+15;1,16325E+14;3,98407E+14;-1,1396E+14;2,09554E+13;0;8,04466E+14;1E+14;1,21664E+14;0;2,15517E+13;0;2,69179E+14;0;0;3,96826E+14;4,81929E+14;0;0;4,30108E+14;-9,53102E+14;2,7399E+14;3,47424E+13;1,37933E+14;-5,70253E+14;-1,37145E+14;-3,09835E+13;2,38608E+14;5,3461E+14;5,84455E+14;-1,04168E+14;-2,05252E+14;-8,3743E+14;-1,96796E+14;1,18413E+14;5,52793E+14;-8,35078E+14;1,12549E+14;-1,09589E+14;-4,39561E+14;3,71058E+14;2,47219E+14;-3,38779E+14;1,24149E+14;4,96443E+14;5,75654E+14;5,85657E+14;4,15584E+14;2,68323E+14;;-3,73877E+14;4,37234E+14;2,44992E+13;1,68076E+14;1,56445E+14;6,33261E+14;3,7906E+14;1,32728E+14;1,39564E+14;-1,90387E+14;-1,75487E+14;2,45445E+14;3,03876E+14;7,0902E+14;-1,82534E+14;3,06996E+14;2,10657E+14;6,98048E+14;1,96699E+14;-2,24729E+14;-1,18056E+14;-7,18541E+14;-1,07479E+14;-3,68804E+14;-1,57484E+14;4,19361E+14;-3,74043E+14;-3,51722E+13;2,34417E+14;0;-7,49473E+13;-2,83236E+14;-3,98588E+14;-53;-8E+14;-7,97742E+14;4,56776E+14;7,71206E+14;-5,6907E+14;614;-142;-2793;-2927;-5,35905E+14;-6,94789E+14;4295999908;-7,44671E+13;-1,03463E+14;4975919;-6,2332E+14;-3,8464E+13;-3,7349E+14;3,81613E+14;;1,57141E+14;9,13248E+14;9,83768E+14
166;01.10.2011;9,20952E+14;5,68004E+14;9,6994E+14;1E+15;1,83351E+14;4,66104E+14;-1,37775E+14;-1,39213E+14;0;1,1573E+14;1E+15;-1,87988E+14;0;-1,29255E+14;0;-2,69179E+14;4,39561E+14;-1,87441E+13;-3,96826E+14;2,40096E+14;2,09424E+14;6,79504E+14;-8,62074E+14;0;-2,7399E+14;-3,47424E+13;-1,77695E+14;4,77898E+14;-1,2739E+14;9,28081E+14;-8,35659E+14;-4,728E+14;-9,36775E+13;3,59936E+14;1,03153E+14;-1,49143E+14;3,4947E+14;-1,0708E+14;8,78162E+14;1,04767E+14;7,84318E+13;5,46748E+14;1,10072E+14;-1,99508E+14;1,10498E+14;-3,17409E+14;9,87658E+14;1,19578E+14;1,74223E+14;5,74685E+13;2,06803E+14;-3,28033E+14;1,70606E+14;2,08155E+14;-2,2053E+14;-4,37057E+14;2,50465E+14;2,04797E+14;1,71662E+14;;1,72647E+14;-3,85459E+14;3,75189E+14;8,2276E+14;4,03282E+14;-2,8591E+14;2,5252E+14;6,73009E+14;5,22336E+14;7,68753E+14;1,28775E+14;3,10563E+13;-3,07717E+14;5,72949E+14;-4,30726E+14;5,4681E+14;4,28324E+14;1,72413E+14;1,48103E+14;-3,58008E+14;-1,45833E+14;-2,9535E+14;0;-5,77809E+13;5,95736E+14;1,75229E+14;2;12;-7,65677E+14;-1,05778E+14;-1,32497E+14;;518;1011;2,5E+14;-1624;7,49113E+14;6,508E+14;2995999908;1,02307E+14;1,21612E+14;-3830628;-5,9523E+14;-24042;-3,1267E+14;1,25194E+14;-8,4799E+14;1,40698E+14;-2,25668E+14;-9,83768E+14
167;01.11.2011;6,13497E+14;4,0196E+14;-5,1613E+14;-1E+15;-1,29526E+14;-1,91577E+14;2,30947E+14;-2,33918E+14;1E+14;1,92753E+14;0;2,19099E+14;0;-1,94196E+14;-3,15956E+14;0;2,19058E+14;7,47667E+14;5,9465E+14;2,39521E+14;2,08986E+14;0;6,47251E+14;-1,05361E+14;8,00427E+14;4,62964E+14;4,96772E+14;0;-1,76371E+13;-3,47022E+14;2,62265E+14;-2,64434E+14;9,36775E+13;-1,11733E+14;-5,71757E+14;-9,91637E+13;-1,21953E+13;1,4252E+14;-8,78162E+14;-8,41225E+14;-6,71895E+13;-7,66287E+14;4,39079E+14;2,36476E+14;-7,35297E+14;-1,69101E+14;-1,11181E+14;-3,68694E+14;-2,14163E+14;25777117421;2,16167E+14;2,48759E+14;1,84905E+14;-1,47781E+14;-1,52286E+14;2,48652E+13;1,98154E+14;2,20075E+14;3,13037E+14;3,17069E+14;3,55327E+14;2,64868E+14;-2,33046E+14;-3,4192E+14;-5,68441E+13;;1,6367E+14;-4,45941E+13;-9,15672E+14;-2,27776E+14;-7,19865E+14;-1,96589E+14;-1,01318E+14;-1,7723E+14;-3,21665E+14;-5,99973E+14;1,17665E+14;6,93759E+14;1,48625E+14;1,40073E+13;2,78799E+14;1,10578E+13;0;-4,57495E+13;-1,22775E+14;6,95096E+13;8E+14;1;1,86497E+14;2,85016E+14;-2,21257E+14;-7,95763E+14;419;-2291;-2373;-2268;-8,7841E+14;-1,58119E+14;2779999924;-5,07155E+14;-1,63195E+13;6284837;-1,9094E+14;2,636E+14;-2,2724E+14;4,15165E+13;4,60142E+14;3,08199E+14;-5,08476E+13;-3,94478E+14
168;01.12.2011;1,70349E+14;6,26606E+14;9,01487E+14;0;-3,0722E+14;-3,87597E+14;-9,27005E+14;-4,30689E+14;0;-1,28498E+14;0;1,62449E+14;0;5,59984E+14;6,30917E+14;2,69179E+14;0;-1,86393E+14;-1,97824E+14;0;-2,08986E+14;0;1,7058E+14;2,00671E+14;7,4108E+14;9,19547E+14;-1,69919E+14;-7,17706E+14;-1,43372E+14;9,22729E+14;4,91793E+14;-4,14474E+14;1,50379E+14;-4,06518E+14;1,59275E+14;-1,27482E+14;-5,24779E+13;5,87891E+14;-4,62575E+13;3,32325E+14;2,24467E+13;6,57177E+13;1,09469E+14;8,57323E+14;2,457E+13;-1,63117E+14;6,19197E+14;6,78221E+14;1,34612E+13;1,9794E+13;2,45595E+14;1,98367E+14;-8,19012E+14;-2,00094E+13;4,90314E+14;5,58861E+14;1,26271E+14;9,07413E+14;1,62251E+14;2,9295E+14;3,39812E+14;8,33233E+14;1,69171E+14;1,45413E+14;-2,2958E+14;-2,87252E+14;9,13011E+14;-7,90493E+14;3,49112E+14;-5,87408E+13;-4,17966E+14;-1,19362E+14;4,50781E+14;-5,69955E+14;1,1817E+14;-6,26923E+14;4,99485E+14;-1,51763E+14;1,56586E+14;;-1,39542E+13;-2,65074E+13;0;-7,67381E+14;-7,64889E+14;-7,78214E+14;-2E+14;8E+14;-2,83625E+14;-1,96672E+14;-1,48154E+14;-3,93296E+14;481;-1756;-1089;-5,1E+14;7,74183E+14;-2,08057E+14;2339999962;8,49657E+14;-1,53519E+14;-7572863;2,5267E+14;1,8842E+14;-1,3286E+14;-6,92515E+14;3,73581E+14;5,58467E+14;-6,82015E+14;-9,88631E+14
169;01.01.2012;1,22566E+14;6,74244E+14;1,84191E+14;-1E+15;-3,36363E+14;-5,84228E+14;3,20761E+14;3,60183E+14;1E+15;2,56979E+14;0;5,04407E+12;0;1,18057E+14;-3,14961E+14;2,68457E+14;0;1,86393E+14;-1,98216E+14;0;0;2,25479E+14;0;0;0;-1,14482E+14;-1,00857E+14;-7,22895E+14;-3,61664E+14;-4,603E+14;9,03815E+14;9,15757E+14;0;-4,2644E+14;-4,52489E+14;1,07989E+14;-5,4025E+14;1,04957E+14;5,17551E+14;-2,90176E+12;5,58973E+14;-1,0923E+14;1,09349E+14;1,57293E+14;3,67422E+14;3,75914E+14;2,46603E+14;2,48018E+14;5,60967E+14;2,38369E+14;1,70188E+14;1,91555E+13;2,90713E+14;3,5541E+14;8,26958E+14;1,60924E+14;2,72731E+14;2,25145E+14;6,07266E+14;1,43561E+14;-3,40464E+14;2,78171E+14;1,18071E+14;3,35669E+14;3,02636E+14;4,19727E+14;-8,26588E+14;8,09184E+13;-8,34416E+14;7,182E+14;2,41791E+14;7,80063E+14;1,76335E+14;5,69955E+14;9,9174E+13;6,48222E+14;2,09683E+14;-1,47739E+14;1,5999E+14;-1,5937E+14;-4,82394E+14;2,57659E+14;0;-3,1142E+14;3,32091E+14;7,20616E+14;12;5E+14;;7,25623E+14;1,1301E+14;6,49351E+14;2,75E+14;-2,91E+14;-724;-743;2,5915E+14;6,38863E+14;1944000053;4,266E+14;3,16714E+14;-1213714;71172;2,9434E+14;-4,536E+14;5,74814E+14;-4,81828E+14;1,06538E+14;-3,4276E+14;-9,89609E+14
170;01.02.2012;2,5147E+14;5,70792E+13;-1,26664E+14;-1E+14;-2,57871E+14;1,9343E+14;0;1,17235E+14;2E+14;1,12351E+14;1E+14;-2,48494E+14;0;2,78492E+14;0;0;0;0;1,98216E+14;2,38949E+13;4,17537E+14;-2,25479E+14;-1,27661E+14;8,70114E+14;-4,87902E+14;-8,05065E+14;-2,65864E+14;-1,83044E+14;3,79192E+14;-8,10659E+13;1,53064E+14;-1,28442E+14;-5,75707E+14;2,21879E+14;-4,54546E+14;6,84678E+14;1,82506E+14;-9,32408E+14;3,02399E+14;9,41922E+14;-6,71143E+14;4,36206E+13;-1,09349E+14;-1,57293E+14;-6,13123E+14;6,82131E+14;-4,93826E+14;-3,23964E+14;-1,22138E+14;2,97516E+14;1,90607E+14;2,6509E+14;4,31358E+14;-1,37327E+13;3,25794E+14;2,27405E+14;3,09041E+14;1,12614E+14;3,6619E+14;7,56794E+14;6,55488E+14;1,13665E+14;4,8888E+13;-1,18718E+14;-2,34133E+13;-3,38367E+14;-5,49345E+14;-1,2173E+13;-2,49173E+14;-1,34228E+14;-6,09711E+14;-5,98309E+14;-1,68104E+14;-3,09448E+14;-6,73794E+13;-4,23746E+13;-2,14041E+13;1,77936E+14;-7,75812E+13;3,8794E+14;1,86515E+14;7,51703E+13;0;-5,92921E+14;-7,59926E+14;;-1E+15;1;-3,64812E+14;-1,61996E+14;-1,20214E+14;-1,24117E+14;-1,49E+14;122;1087;183;3,71478E+14;6,12372E+14;1843000031;3,97873E+14;4,97033E+14;-2329009;5,359E+14;7,838E+14;8,7E+14;3,15121E+14;1,39334E+14;1,07763E+14;1,27934E+14;2,96589E+14
171;01.03.2012;1,32277E+14;-1,23739E+14;-7,67758E+14;0;-1,64613E+14;1,33208E+14;4,49945E+14;1,61853E+14;0;4,81116E+14;0;-1,74119E+14;0;6,41574E+14;0;-2,68457E+14;0;3,11666E+13;7,88959E+14;4,76191E+14;8,2988E+14;2,25479E+14;-4,29185E+14;8,00427E+14;0;3,45822E+13;5,16797E+14;-2,46609E+14;-4,27619E+14;0;3,48294E+14;-9,23788E+13;1,26221E+14;1,04439E+14;0;-8,43411E+14;-8,54706E+14;3,50672E+14;4,87902E+14;-6,26961E+14;2,00007E+13;1,51191E+14;0;2,43605E+14;2,06946E+14;6,21818E+14;1,71783E+13;2,26387E+14;4,39784E+14;1,08118E+14;2,20149E+14;1,57661E+14;1,28381E+14;;-1,48573E+14;1,5153E+14;2,69615E+14;5,21669E+14;2,71852E+14;3,68579E+14;1,72305E+14;1,71504E+14;1,65007E+14;3,43462E+14;3,10836E+14;3,73627E+14;-3,60689E+14;;-1,16168E+14;1,24981E+14;6,2785E+14;3,35273E+13;7,62524E+14;-1,05361E+14;5,53392E+14;-6,06246E+14;5,50281E+14;-1,52497E+14;3,34421E+14;4,98239E+14;1,32806E+14;5,00034E+14;0;3,75978E+14;8,68432E+14;1,83203E+14;2E+14;7E+14;2,52859E+14;3,09845E+13;1,79735E+14;;-3,49E+14;8,34E+14;1039;8,54E+14;-1,36043E+14;7,77791E+14;155;3,08515E+14;-1,32073E+13;-1595167;1,825E+13;-1,3803E+14;3,165E+14;3,45158E+14;6,06787E+14;5,83755E+14;-8,47817E+14;0
172;01.04.2012;2,50508E+14;;1,14944E+14;-1E+15;-8,33338E+14;-2,87652E+14;-1,12296E+14;1,59275E+14;1E+15;9,29502E+14;1E+15;-1,51133E+14;-1E+15;9,46866E+14;6,28933E+14;5,36194E+14;6,5431E+14;-2,18987E+14;-1,96657E+14;-2,37812E+14;-4,14079E+14;2,24972E+14;1,28207E+14;7,4108E+14;-5,12933E+14;2,29885E+14;-1,34927E+14;5,28969E+14;2,75302E+14;-2,32829E+14;9,73244E+12;3,09397E+14;-5,71757E+14;-4,81119E+14;-1,95521E+14;1,09751E+14;-5,62752E+13;-8,20157E+14;-9,16037E+14;1,56009E+14;-2,90199E+14;-9,69313E+13;1,09349E+14;-1,10093E+14;-3,05834E+14;1,23609E+14;-1,84166E+14;-2,73342E+14;-3,80702E+14;2,41171E+14;2,36656E+14;3,22641E+14;1,33457E+14;-2,59779E+14;5,55443E+14;4,2832E+14;1,86402E+14;1,30882E+14;3,99802E+14;5,13233E+14;4,05934E+14;2,1932E+14;-7,48675E+14;-1,11919E+14;4,62395E+14;2,5797E+14;7,27008E+14;-3,69602E+14;2,87928E+14;8,70517E+14;-7,10457E+14;3,43983E+14;-9,27817E+14;-2,89875E+14;-1,04912E+13;-3,54401E+14;1,44001E+14;1,04375E+13;1,4912E+14;-2,77562E+14;1,19988E+14;-4,92103E+14;0;-7,97724E+14;1,46082E+14;1,21517E+14;1E+15;22;-4,43802E+14;4,91855E+14;5,62581E+13;7,27088E+14;-202;-73;-1113;-4,85E+14;-6,04937E+14;-1,0568E+14;1714999962;-7,5257E+14;1,43474E+14;3950317;-1,955E+14;-1,3697E+14;4,51E+13;-7,34811E+14;1,94826E+14;-2,44914E+14;-5,10205E+14;3,94089E+14
173;01.05.2012;3,51008E+14;8,00349E+14;2,50797E+14;-1E+15;-6,71707E+14;-2,36231E+14;-2,24972E+14;-4,38363E+13;3E+14;2,55967E+14;2E+14;1,83075E+13;0;-3,28791E+14;-6,28933E+14;-5,36194E+14;0;3,68325E+14;5,88814E+14;2,37812E+14;-2,07684E+14;0;6,34923E+13;0;0;8,00462E+14;1,03951E+14;-2,24995E+14;-1,30721E+14;1,04349E+12;1,20338E+14;2,68457E+14;1,25358E+13;-3,00189E+14;2,06904E+14;5,2368E+13;-4,76557E+14;1,63364E+14;1,0173E+14;1,0267E+14;1,12614E+13;1,07644E+14;6,53597E+14;2,31013E+14;1,35721E+14;3,357E+14;9,8644E+14;6,37532E+14;;-7,62001E+14;7,24072E+14;7,73606E+14;-4,15251E+13;-1,61931E+14;-8,91593E+14;3,63739E+14;1,54243E+14;-7,73112E+14;-2,98562E+14;-2,76192E+14;2,40556E+14;1,73845E+14;4,45239E+14;;9,14306E+14;1,05609E+14;1,52696E+14;8,65571E+14;1,82794E+13;-2,46791E+14;;-1,76087E+14;-8,36825E+14;1,19959E+13;-1,96233E+14;3,831E+14;1,504E+14;1,16368E+14;2,2683E+14;-2,60348E+13;-6,82981E+14;-7,90985E+14;0;-1,79546E+14;-6,68253E+14;-5,23158E+14;-1E+15;2;1,06229E+14;1,83026E+13;3,84541E+14;2,37417E+14;-1,27E+14;-1597;-2701;-2186;-7,56929E+14;-7,82532E+14;2405999947;-6,46993E+14;-1,20993E+14;1775992;-5,359E+14;;7,162E+14;-4,43978E+14;1,38875E+14;-4,11237E+14;-8,5617E+14;-1,9685E+14
174;01.06.2012;2,6581E+14;5,86942E+14;2,20462E+14;0;7,55354E+14;-1,40424E+14;2,33734E+14;4,60911E+13;1E+15;2,58501E+14;2E+14;2,39385E+14;0;-1,27565E+14;-3,15956E+14;-2,69179E+14;4,3384E+14;0;0;2,37248E+14;4,6709E+14;6,71895E+13;1,25788E+14;0;-5,40672E+14;-1,37617E+14;2,85442E+14;-5,16085E+14;9,52388E+14;-2,09798E+14;-6,80535E+14;1,05092E+14;-1,94403E+14;3,76567E+14;-1,14418E+14;-1,02565E+13;5,21858E+14;-1,04713E+14;-2,02634E+14;-7,08917E+14;-1,12045E+14;-2,60318E+14;5,4142E+14;-1,45281E+14;0;-2,10777E+14;4,89595E+14;-4,31894E+14;8,33729E+14;-1,96778E+14;5,67575E+14;-6,40367E+14;-6,19632E+14;1,0468E+14;-6,71466E+14;2,21466E+14;-2,43618E+13;-6,36201E+14;-1,02042E+14;-6,12146E+14;3,23701E+14;2,949E+14;-4,71016E+14;-8,715E+14;-1,48114E+14;-1,80633E+14;-1,10015E+14;1,9571E+14;6,40952E+14;2,25099E+14;-9,13837E+14;-8,38805E+14;-1,06295E+14;-5,35842E+14;-1,06038E+14;-3,24102E+14;-8,43215E+14;-5,30108E+14;-1,93112E+14;-2,45197E+14;-2,12233E+14;-1,48048E+13;0;8,66521E+14;-5,54744E+14;-2,96857E+14;2E+14;6E+14;8,75057E+14;-4,15387E+14;-3,45631E+14;-1,09497E+14;-5,92E+14;-1004;-1718;-1823;4,39618E+14;3,48006E+13;1707999992;3,87927E+14;4,64908E+14;974633;-1,0546E+14;1,639E+14;1,269E+14;-8,36302E+14;3,06951E+13;-6,71446E+14;-1,03717E+14;9,84737E+14
175;01.07.2012;1,20895E+14;1,34024E+14;-8,51587E+13;-1E+15;-1,00841E+14;-6,46732E+13;-6,62254E+13;-4,51468E+14;1E+15;-6,37471E+14;0;-3,52979E+14;0;1,80669E+14;0;2,69179E+14;2,16216E+14;-9,23368E+14;1,95503E+14;0;-3,63676E+14;2,22966E+13;8,2988E+14;-7,4108E+14;2,7399E+14;2,2832E+13;-3,01963E+14;5,40008E+14;8,25963E+14;2,21325E+14;5,8438E+14;-9,53102E+14;2,2832E+13;3,83842E+14;1,14418E+14;-2,39601E+14;3,76985E+14;1,39375E+14;4,55976E+14;2,91755E+14;-5,62115E+14;1,41846E+13;4,31035E+14;1,69291E+14;0;2,27354E+14;-4,89595E+14;3,76965E+14;-2,7455E+14;3,65533E+14;2,76747E+14;4,54389E+14;3,73826E+14;2,63786E+14;1,64333E+14;3,7542E+14;2,99576E+14;1,82898E+13;4,32374E+14;4,90247E+13;4,06872E+14;3,62761E+14;6,10047E+14;;-2,5948E+14;3,42241E+14;1,09391E+14;-4,48771E+14;1,05804E+14;-9,68314E+14;4,70757E+14;7,15366E+14;1,50137E+12;-8,61777E+14;1,06038E+14;-5,19127E+14;1,02867E+14;-1,13195E+14;2,16707E+14;-4,34835E+13;1,15533E+14;7,55043E+14;0;-4,70849E+14;-2,57209E+14;-1,18631E+14;-12;-7E+14;;4,56972E+14;5,82495E+14;-7,7578E+14;-1282;-143;-1175;-7,97E+14;1,23122E+14;1,85426E+14;1893000031;1,25189E+14;8,55747E+14;-3752054;9,046E+14;2,564E+14;1,8834E+14;1,41075E+14;-2,49785E+14;7,06331E+14;-7,85002E+14;-1,97044E+14
176;01.08.2012;-6,0429E+14;-2,68227E+14;-7,35748E+14;0;5,89475E+14;-4,18103E+14;-1,10803E+14;-4,53516E+14;0;-6,37694E+14;-1E+14;-7,79694E+14;0;9,5108E+14;1,25788E+14;1,06953E+14;2,1575E+13;-1,30721E+14;3,89864E+14;2,36687E+14;1,83491E+14;2,2247E+14;8,2305E+14;7,4108E+14;-2,7399E+14;-7,93205E+13;-3,07087E+14;2,38664E+14;5,85825E+13;4,59771E+14;-8,49004E+13;-2,14677E+14;-1,24931E+14;2,08986E+14;5,67216E+14;7,56663E+14;2,17391E+14;8,0414E+12;-2,35305E+13;2,62758E+14;2,25225E+14;6,4795E+14;-5,39085E+14;1,31032E+14;3,66973E+14;-1,40411E+14;3,67418E+14;5,8038E+14;1,00053E+14;2,39058E+14;2,4348E+14;1,3825E+14;2,77525E+14;-4,78008E+14;2,29401E+14;2,58503E+14;2,57829E+13;6,12495E+14;1,75155E+14;2,99849E+13;1,66613E+14;7,5941E+14;-2,61672E+14;-5,35478E+14;1,61493E+14;2,57013E+14;-1,60098E+14;;-3,87346E+13;1,90561E+14;-2,01313E+14;-2,16044E+13;-1,10437E+14;2,15111E+14;2,55845E+14;8,88684E+14;1,47595E+14;-1,34341E+14;;4,62166E+14;8,30463E+14;;0;-4,06723E+14;2,17696E+14;1,74928E+14;-7E+14;2;;-2,03605E+14;-2,69141E+14;2,16054E+14;-1118;4,4E+14;2,12E+14;4,7E+13;1,53768E+14;2,42617E+14;1746999931;1,95706E+14;3,23381E+14;-5630439;-7,677E+14;10275;2,21E+14;1,16371E+14;1,16208E+14;7,29782E+14;-1,94524E+14;0
